,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
290,James Johnson,PF,29.0,MIA,76.0,2085.0,17.0,0.564,0.33299999999999996,0.28,3.5,16.6,10.0,20.9,1.8,3.2,16.5,22.0,,1.9,3.2,5.1,0.11699999999999999,,1.1,1.7,2.8,2.5,2017
291,Joe Johnson,SF,35.0,UTA,78.0,1843.0,12.8,0.542,0.41200000000000003,0.12300000000000001,2.1,12.8,7.6,12.6,1.0,0.8,9.5,18.5,,1.7,2.1,3.8,0.099,,0.4,0.1,0.4,1.1,2017
292,Stanley Johnson,SF,20.0,DET,77.0,1371.0,7.2,0.436,0.42200000000000004,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,,-1.4,1.8,0.4,0.012,,-4.4,1.4,-3.0,-0.3,2017
293,Tyler Johnson,PG,24.0,MIA,73.0,2178.0,15.9,0.535,0.303,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,,3.1,2.7,5.8,0.128,,0.4,1.0,1.4,1.8,2017
294,Wesley Johnson,SF,29.0,LAC,68.0,810.0,8.4,0.44799999999999995,0.59,0.085,3.7,20.8,12.5,3.9,1.8,3.0,8.0,12.5,,-0.3,1.2,0.9,0.051,,-3.1,1.1,-2.0,0.0,2017
295,Nikola Jokić,C,21.0,DEN,73.0,2038.0,26.3,0.64,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,,7.7,2.0,9.7,0.228,,5.9,1.4,7.3,4.8,2017
296,Dahntay Jones,SF,36.0,CLE,1.0,12.0,14.7,0.461,0.25,0.5,9.5,8.9,9.2,14.5,0.0,0.0,9.3,39.9,,0.0,0.0,0.0,-0.03,,-0.4,-4.4,-4.8,0.0,2017
297,Damian Jones,C,21.0,GSW,10.0,85.0,5.3,0.466,0.0,0.625,12.4,17.0,14.8,0.0,0.6,3.7,22.7,13.4,,-0.1,0.1,0.0,0.018000000000000002,,-7.7,-1.9,-9.7,-0.2,2017
298,Derrick Jones Jr.,SF,19.0,PHO,32.0,545.0,12.0,0.604,0.091,0.33899999999999997,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,,0.9,0.2,1.1,0.098,,-1.6,-0.7,-2.3,0.0,2017
299,James Jones,SF,36.0,CLE,48.0,381.0,11.1,0.655,0.7170000000000001,0.217,0.9,9.5,5.4,5.2,0.8,2.1,9.0,13.0,,0.6,0.2,0.8,0.102,,-0.1,-0.3,-0.3,0.2,2017
300,Terrence Jones,PF,25.0,TOT,54.0,1270.0,16.1,0.515,0.152,0.34600000000000003,5.4,20.2,12.7,7.5,1.5,3.5,7.8,21.4,,0.4,1.9,2.3,0.086,,-1.0,0.4,-0.6,0.5,2017
303,Tyus Jones,PG,20.0,MIN,60.0,774.0,13.8,0.523,0.40299999999999997,0.23800000000000002,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,,1.0,0.6,1.5,0.096,,-0.6,0.7,0.2,0.4,2017
304,DeAndre Jordan,C,28.0,LAC,81.0,2570.0,21.8,0.6729999999999999,0.003,0.737,13.3,34.6,24.2,5.7,1.0,4.3,13.1,15.3,,7.2,4.6,11.8,0.221,,2.5,0.9,3.3,3.5,2017
306,Cory Joseph,PG,25.0,TOR,80.0,2003.0,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20.0,1.7,0.6,13.1,18.4,,1.7,1.7,3.4,0.08199999999999999,,-0.9,-0.4,-1.3,0.4,2017
307,Frank Kaminsky,C,23.0,CHO,75.0,1954.0,13.0,0.502,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8.0,21.8,,0.4,1.9,2.3,0.055999999999999994,,-0.5,-0.6,-1.2,0.4,2017
308,Enes Kanter,C,24.0,OKC,72.0,1533.0,23.7,0.599,0.052000000000000005,0.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,,4.0,1.8,5.8,0.183,,3.0,-1.3,1.7,1.4,2017
309,Ryan Kelly,PF,25.0,ATL,16.0,110.0,7.8,0.408,0.35700000000000004,0.214,1.0,16.7,9.0,10.2,1.8,3.9,11.5,13.7,,-0.1,0.2,0.1,0.028999999999999998,,-4.6,1.4,-3.1,0.0,2017
310,Michael Kidd-Gilchrist,SF,23.0,CHO,81.0,2349.0,14.3,0.528,0.015,0.314,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,,2.7,3.1,5.8,0.11900000000000001,,-1.6,0.9,-0.7,0.7,2017
311,Sean Kilpatrick,SG,27.0,BRK,70.0,1754.0,13.1,0.546,0.419,0.32899999999999996,1.3,15.4,8.4,14.6,1.2,0.3,13.8,23.8,,0.4,1.1,1.4,0.04,,-0.9,-1.4,-2.3,-0.1,2017
312,Brandon Knight,SG,25.0,PHO,54.0,1140.0,12.4,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25.0,,0.1,0.2,0.3,0.015,,-0.8,-2.1,-2.8,-0.2,2017
313,Kyle Korver,SG,35.0,TOT,67.0,1753.0,12.1,0.635,0.6970000000000001,0.08199999999999999,0.5,11.0,5.8,9.4,1.0,1.0,11.5,15.2,,2.3,1.3,3.7,0.1,,0.5,-0.5,0.0,0.9,2017
316,Kosta Koufos,C,27.0,SAC,71.0,1419.0,13.8,0.56,0.003,0.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,,1.2,1.4,2.6,0.08900000000000001,,-2.1,-0.4,-2.5,-0.2,2017
317,Mindaugas Kuzminskas,SF,27.0,NYK,68.0,1016.0,12.4,0.5329999999999999,0.455,0.184,5.0,8.4,6.7,10.3,1.4,0.9,11.3,19.2,,0.8,0.4,1.2,0.055,,-0.6,-1.4,-1.9,0.0,2017
318,Skal Labissière,PF,20.0,SAC,33.0,612.0,16.8,0.5770000000000001,0.037000000000000005,0.33899999999999997,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,,0.7,0.5,1.3,0.099,,-0.9,-1.4,-2.3,0.0,2017
319,Jeremy Lamb,SG,24.0,CHO,62.0,1143.0,17.0,0.55,0.297,0.263,2.9,22.6,12.7,11.3,1.2,1.8,6.8,23.2,,1.4,1.3,2.7,0.115,,0.5,0.1,0.5,0.7,2017
320,Nicolás Laprovíttola,PG,27.0,SAS,18.0,174.0,8.4,0.579,0.574,0.191,0.7,5.7,3.3,23.0,1.2,0.5,27.2,18.2,,0.0,0.2,0.2,0.044000000000000004,,-3.2,-0.8,-3.9,-0.1,2017
321,Joffrey Lauvergne,PF-C,25.0,TOT,70.0,980.0,12.6,0.509,0.292,0.217,8.0,20.2,14.1,10.8,1.3,0.5,13.2,18.5,,0.4,1.1,1.5,0.075,,-1.5,-0.7,-2.2,-0.1,2017
324,Zach LaVine,SG,21.0,MIN,47.0,1749.0,14.6,0.5760000000000001,0.43700000000000006,0.19699999999999998,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,,2.6,0.4,3.0,0.08199999999999999,,1.5,-1.4,0.1,0.9,2017
325,Ty Lawson,PG,29.0,SAC,69.0,1732.0,15.4,0.551,0.226,0.41600000000000004,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,,2.2,1.0,3.2,0.08800000000000001,,-0.2,-0.8,-1.0,0.4,2017
326,Jake Layman,SF,22.0,POR,35.0,249.0,4.9,0.40399999999999997,0.573,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,,-0.4,0.1,-0.3,-0.054000000000000006,,-5.2,-1.2,-6.4,-0.3,2017
327,Courtney Lee,SG,31.0,NYK,77.0,2459.0,12.2,0.5589999999999999,0.382,0.139,2.3,9.0,5.7,10.6,1.6,0.8,8.5,14.4,,3.1,1.1,4.2,0.081,,-0.7,-0.2,-0.9,0.7,2017
328,David Lee,PF,33.0,SAS,79.0,1477.0,18.5,0.613,0.0,0.26899999999999996,11.7,21.9,16.9,13.0,1.1,2.2,14.9,16.9,,3.2,2.5,5.7,0.18600000000000003,,0.7,1.1,1.8,1.4,2017
329,Alex Len,C,23.0,PHO,77.0,1560.0,15.0,0.5529999999999999,0.026000000000000002,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,,1.2,1.7,3.0,0.091,,-2.4,0.1,-2.3,-0.1,2017
331,Kawhi Leonard,SF,25.0,SAS,74.0,2474.0,27.6,0.61,0.295,0.406,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,,8.9,4.7,13.6,0.264,,7.1,2.2,9.4,7.1,2017
332,Meyers Leonard,PF,24.0,POR,74.0,1222.0,8.9,0.507,0.563,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,,0.5,0.8,1.4,0.053,,-2.6,-0.6,-3.3,-0.4,2017
333,Jon Leuer,PF,27.0,DET,75.0,1944.0,14.2,0.551,0.259,0.175,5.5,17.5,11.3,8.6,0.8,1.1,8.7,17.3,,2.5,2.0,4.5,0.11199999999999999,,-0.4,0.3,-0.1,1.0,2017
334,Caris LeVert,SF,22.0,BRK,57.0,1237.0,12.3,0.556,0.484,0.245,2.0,13.9,8.0,13.7,1.9,0.5,12.3,16.6,,0.8,1.0,1.8,0.07,,-1.3,0.3,-1.1,0.3,2017
335,DeAndre Liggins,SG,28.0,TOT,62.0,777.0,7.5,0.47600000000000003,0.324,0.282,2.9,12.2,7.7,9.2,3.0,1.5,20.8,11.6,,-0.4,0.9,0.5,0.031,,-4.5,2.4,-2.2,0.0,2017
338,Damian Lillard,PG,26.0,POR,75.0,2694.0,24.1,0.586,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,,8.8,1.5,10.4,0.185,,6.1,-1.1,5.0,4.8,2017
339,Jeremy Lin,PG,28.0,BRK,36.0,883.0,19.2,0.5660000000000001,0.39,0.353,1.3,14.7,8.1,35.5,2.3,1.2,15.7,26.6,,1.3,0.8,2.1,0.11599999999999999,,1.9,0.1,2.0,0.9,2017
340,Shaun Livingston,PG,31.0,GSW,76.0,1345.0,10.1,0.568,0.009000000000000001,0.19,2.4,9.4,6.2,13.5,1.4,1.2,15.3,13.0,,1.1,1.6,2.6,0.09300000000000001,,-3.0,0.5,-2.5,-0.2,2017
341,Shawn Long,C,24.0,PHI,18.0,234.0,24.1,0.595,0.174,0.321,19.3,20.8,20.0,10.7,1.9,3.1,9.5,25.4,,0.6,0.3,0.9,0.195,,2.3,-1.1,1.2,0.2,2017
342,Kevon Looney,C,20.0,GSW,53.0,447.0,13.6,0.5529999999999999,0.084,0.318,11.5,18.5,15.2,8.5,1.6,3.0,12.2,13.4,,0.7,0.8,1.4,0.155,,-2.4,0.7,-1.7,0.0,2017
343,Brook Lopez,C,28.0,BRK,75.0,2222.0,20.4,0.578,0.33,0.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,,3.1,1.8,4.9,0.105,,2.9,-0.6,2.3,2.4,2017
344,Robin Lopez,C,28.0,CHI,81.0,2271.0,14.4,0.511,0.003,0.134,11.5,13.2,12.3,5.6,0.4,4.1,10.0,17.5,,1.8,2.4,4.3,0.09,,-1.4,-0.8,-2.2,-0.1,2017
345,Kevin Love,PF,28.0,CLE,60.0,1885.0,21.1,0.573,0.449,0.34,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,,4.0,2.4,6.4,0.163,,3.3,-1.2,2.1,1.9,2017
346,Kyle Lowry,PG,30.0,TOR,60.0,2244.0,22.9,0.623,0.51,0.39799999999999996,2.4,12.0,7.2,29.9,2.0,0.7,13.8,24.9,,7.8,2.3,10.1,0.21600000000000003,,5.8,0.4,6.1,4.6,2017
347,John Lucas III,PG,34.0,MIN,5.0,11.0,9.1,0.25,0.25,0.0,0.0,0.0,0.0,12.5,9.2,0.0,0.0,16.1,,0.0,0.0,0.0,-0.033,,-4.0,7.1,3.1,0.0,2017
348,Timothé Luwawu-Cabarrot,SF,21.0,PHI,69.0,1190.0,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,,0.0,0.8,0.8,0.034,,-3.9,-0.7,-4.6,-0.8,2017
349,Trey Lyles,PF,21.0,UTA,71.0,1158.0,9.9,0.46399999999999997,0.465,0.18,4.9,18.1,11.7,9.5,1.2,1.4,11.9,21.7,,-0.9,1.6,0.8,0.031,,-2.2,0.0,-2.2,-0.1,2017
350,Sheldon Mac,SG,24.0,WAS,30.0,287.0,10.1,0.518,0.4,0.36,1.6,11.7,6.7,7.0,1.4,0.6,5.4,14.0,,0.3,0.2,0.5,0.076,,-2.2,-0.1,-2.3,0.0,2017
351,Shelvin Mack,PG,26.0,UTA,55.0,1205.0,10.9,0.518,0.315,0.20199999999999999,2.0,9.8,6.0,20.4,1.8,0.2,17.8,19.6,,-0.1,1.5,1.4,0.054000000000000006,,-2.5,0.2,-2.3,-0.1,2017
352,Ian Mahinmi,C,30.0,WAS,31.0,555.0,14.1,0.601,0.0,0.6759999999999999,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14.0,,0.5,0.9,1.4,0.12300000000000001,,-3.0,1.6,-1.4,0.1,2017
354,Thon Maker,C,19.0,MIL,57.0,562.0,14.0,0.5579999999999999,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,,0.8,0.5,1.3,0.113,,-1.1,-0.9,-2.0,0.0,2017
355,Boban Marjanović,C,28.0,DET,35.0,293.0,29.6,0.606,0.0,0.439,16.5,32.5,24.2,5.3,1.0,3.4,6.0,25.3,,1.2,0.5,1.7,0.28,,5.4,0.1,5.5,0.6,2017
356,Jarell Martin,PF,22.0,MEM,42.0,558.0,8.7,0.47700000000000004,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,,-0.2,0.8,0.6,0.054000000000000006,,-5.3,-0.6,-5.8,-0.5,2017
357,Wesley Matthews,SG,30.0,DAL,73.0,2495.0,11.9,0.5329999999999999,0.5660000000000001,0.21100000000000002,0.8,11.8,6.0,13.6,1.6,0.5,9.9,19.4,,1.0,2.1,3.1,0.06,,-0.8,0.0,-0.8,0.8,2017
358,Luc Mbah a Moute,SF,30.0,LAC,80.0,1787.0,10.2,0.581,0.29100000000000004,0.23,2.8,7.7,5.3,3.1,2.3,1.6,10.0,11.6,,1.3,1.8,3.1,0.084,,-1.6,1.3,-0.2,0.8,2017
359,James Michael McAdoo,PF,24.0,GSW,52.0,457.0,13.1,0.5429999999999999,0.068,0.359,8.7,12.9,10.9,5.2,1.9,5.0,12.3,14.6,,0.3,0.8,1.1,0.11699999999999999,,-2.7,0.9,-1.8,0.0,2017
360,Patrick McCaw,SG,21.0,GSW,71.0,1074.0,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9.0,1.4,1.1,12.1,11.9,,0.5,1.2,1.7,0.077,,-2.4,0.1,-2.4,-0.1,2017
361,CJ McCollum,SG,25.0,POR,80.0,2796.0,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,,6.2,1.4,7.6,0.131,,3.4,-1.4,2.0,2.8,2017
362,T.J. McConnell,PG,24.0,PHI,81.0,2133.0,13.7,0.504,0.107,0.17600000000000002,2.0,11.0,6.5,37.5,3.1,0.4,22.4,14.4,,1.4,2.4,3.8,0.084,,-2.0,1.0,-1.0,0.5,2017
363,Chris McCullough,PF,21.0,TOT,16.0,80.0,15.2,0.526,0.21899999999999997,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,,0.1,0.1,0.1,0.07200000000000001,,-1.2,-2.4,-3.6,0.0,2017
366,K.J. McDaniels,SF,23.0,TOT,49.0,505.0,11.5,0.555,0.391,0.225,3.2,14.1,8.7,4.0,1.8,2.8,13.5,18.1,,0.0,0.5,0.5,0.051,,-2.5,0.1,-2.3,0.0,2017
369,Doug McDermott,SF,25.0,TOT,66.0,1508.0,10.7,0.5539999999999999,0.419,0.16899999999999998,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,,1.6,1.0,2.6,0.083,,-0.9,-1.4,-2.3,-0.1,2017
372,JaVale McGee,C,29.0,GSW,77.0,739.0,25.2,0.642,0.009000000000000001,0.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,,2.0,1.5,3.5,0.225,,1.0,0.2,1.2,0.6,2017
373,Rodney McGruder,SG,25.0,MIA,78.0,1966.0,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,,1.2,1.7,2.9,0.07200000000000001,,-1.8,-0.1,-1.9,0.0,2017
374,Ben McLemore,SG,23.0,SAC,61.0,1176.0,9.8,0.5379999999999999,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,,-0.1,0.5,0.4,0.015,,-2.5,-1.7,-4.2,-0.6,2017
375,Jordan McRae,SG,25.0,CLE,37.0,384.0,9.7,0.488,0.34,0.22699999999999998,1.8,9.7,5.9,7.4,1.0,1.3,7.8,20.8,,-0.1,0.2,0.2,0.02,,-2.6,-1.1,-3.7,-0.2,2017
376,Josh McRoberts,PF,29.0,MIA,22.0,381.0,9.8,0.439,0.263,0.076,6.6,15.0,10.7,18.9,1.3,0.8,15.9,16.9,,-0.1,0.4,0.3,0.036000000000000004,,-1.9,0.2,-1.6,0.0,2017
377,Jodie Meeks,SG,29.0,ORL,36.0,738.0,13.1,0.5670000000000001,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,,0.5,0.6,1.1,0.073,,-1.3,-0.4,-1.8,0.1,2017
378,Salah Mejri,C,30.0,DAL,73.0,905.0,14.8,0.65,0.022000000000000002,0.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,,1.3,1.7,3.0,0.159,,-3.0,2.3,-0.7,0.3,2017
379,Jordan Mickey,PF,22.0,BOS,25.0,141.0,9.8,0.473,0.028999999999999998,0.41200000000000003,10.4,16.4,13.4,7.1,1.1,3.5,18.3,15.5,,-0.1,0.2,0.1,0.036000000000000004,,-3.9,-0.8,-4.7,-0.1,2017
381,Khris Middleton,SF,25.0,MIL,29.0,889.0,15.0,0.57,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,,0.7,0.9,1.6,0.085,,-0.4,0.1,-0.3,0.4,2017
382,C.J. Miles,SF,29.0,IND,76.0,1776.0,13.8,0.5920000000000001,0.632,0.14400000000000002,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,,2.7,1.4,4.0,0.109,,1.2,-0.7,0.5,1.1,2017
383,Mike Miller,SF,36.0,DEN,20.0,151.0,7.6,0.586,0.87,0.087,1.5,26.1,13.9,18.3,0.6,0.0,35.2,10.4,,0.0,0.1,0.1,0.018000000000000002,,-2.0,0.5,-1.5,0.0,2017
384,Patty Mills,PG,28.0,SAS,80.0,1754.0,15.2,0.578,0.5720000000000001,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,,2.9,2.2,5.1,0.139,,1.4,0.2,1.6,1.6,2017
385,Elijah Millsap,SG,29.0,PHO,2.0,23.0,-3.4,0.19,0.28600000000000003,0.28600000000000003,13.8,14.6,14.2,5.6,0.0,0.0,20.2,18.0,,-0.1,0.0,-0.1,-0.233,,-12.0,-7.0,-19.0,-0.1,2017
386,Paul Millsap,PF,31.0,ATL,69.0,2343.0,17.8,0.542,0.248,0.41700000000000004,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,,2.6,3.8,6.4,0.132,,0.8,1.3,2.1,2.4,2017
387,Nikola Mirotić,PF,25.0,CHI,70.0,1679.0,14.5,0.546,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.6,10.5,19.8,,1.2,2.5,3.8,0.107,,0.2,0.5,0.7,1.1,2017
388,Greg Monroe,C,26.0,MIL,81.0,1823.0,21.1,0.5720000000000001,0.006,0.32899999999999996,10.8,23.1,17.0,17.3,2.6,1.8,14.4,24.3,,3.0,2.6,5.6,0.147,,1.3,0.5,1.8,1.7,2017
389,E'Twaun Moore,SG,27.0,NOP,73.0,1820.0,12.1,0.537,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,,1.2,1.5,2.7,0.07,,-1.7,0.1,-1.6,0.2,2017
390,Marcus Morris,SF,27.0,DET,79.0,2565.0,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1.0,0.8,7.4,20.3,,1.4,2.4,3.9,0.07200000000000001,,-0.8,-0.3,-1.1,0.6,2017
391,Markieff Morris,PF,27.0,WAS,76.0,2374.0,13.7,0.54,0.22,0.242,5.1,18.2,11.7,7.8,1.7,1.5,11.6,20.5,,1.6,2.5,4.1,0.083,,-1.4,-0.1,-1.5,0.3,2017
392,Anthony Morrow,SG,31.0,TOT,49.0,714.0,10.1,0.505,0.528,0.147,1.9,2.9,2.4,5.2,1.7,0.2,2.2,16.4,,0.7,0.5,1.2,0.083,,-1.8,-0.5,-2.3,0.0,2017
395,Donatas Motiejūnas,PF,26.0,NOP,34.0,479.0,9.1,0.47,0.341,0.355,5.7,16.6,11.1,9.7,1.8,1.9,16.3,17.6,,-0.5,0.6,0.2,0.016,,-4.5,0.3,-4.3,-0.3,2017
396,Timofey Mozgov,C,30.0,LAL,54.0,1104.0,12.3,0.5529999999999999,0.003,0.23800000000000002,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,,0.7,0.4,1.1,0.048,,-2.9,-1.5,-4.3,-0.7,2017
397,Emmanuel Mudiay,PG,20.0,DEN,55.0,1406.0,10.9,0.483,0.32299999999999995,0.303,2.3,11.6,7.0,21.8,1.4,0.7,16.5,22.6,,-0.4,0.5,0.2,0.006,,-1.6,-1.6,-3.2,-0.4,2017
398,Shabazz Muhammad,SF,24.0,MIN,78.0,1516.0,14.9,0.5660000000000001,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,,2.5,0.2,2.7,0.086,,0.5,-2.9,-2.4,-0.1,2017
399,Dejounte Murray,PG,20.0,SAS,38.0,322.0,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,,-0.4,0.5,0.0,0.004,,-4.2,-0.5,-4.8,-0.2,2017
400,Jamal Murray,SG,19.0,DEN,82.0,1764.0,11.9,0.518,0.47100000000000003,0.16399999999999998,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,,0.6,0.7,1.3,0.037000000000000005,,-0.6,-1.4,-2.0,0.0,2017
401,Mike Muscala,C,25.0,ATL,70.0,1237.0,14.4,0.596,0.326,0.19,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,,1.8,1.6,3.4,0.132,,-0.1,1.2,1.1,1.0,2017
402,Larry Nance Jr.,PF,24.0,LAL,63.0,1442.0,15.7,0.5670000000000001,0.1,0.222,8.8,19.6,14.0,9.7,2.8,2.2,12.4,13.4,,2.1,1.5,3.5,0.11800000000000001,,-0.6,1.2,0.6,1.0,2017
404,Shabazz Napier,PG,25.0,POR,53.0,512.0,13.6,0.5329999999999999,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,,0.1,0.5,0.6,0.06,,-0.8,0.5,-0.4,0.2,2017
405,Maurice Ndour,PF,24.0,NYK,32.0,331.0,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2.0,11.0,14.3,,0.1,0.3,0.4,0.059000000000000004,,-2.9,0.1,-2.8,-0.1,2017
406,Gary Neal,SG,32.0,ATL,2.0,18.0,-4.3,0.228,0.28600000000000003,0.5710000000000001,0.0,6.0,3.1,7.1,0.0,0.0,0.0,21.2,,-0.1,0.0,-0.1,-0.18899999999999997,,-10.6,-5.4,-15.9,-0.1,2017
407,Jameer Nelson,PG,34.0,DEN,75.0,2045.0,11.5,0.544,0.452,0.10400000000000001,1.5,8.8,5.2,26.0,1.3,0.3,16.8,15.8,,2.3,0.5,2.8,0.066,,-0.8,-1.2,-2.0,0.0,2017
408,Raul Neto,PG,24.0,UTA,40.0,346.0,10.7,0.527,0.341,0.099,1.4,8.4,5.0,15.1,3.2,1.2,13.6,14.8,,0.2,0.6,0.7,0.1,,-3.5,3.4,-0.1,0.2,2017
409,Georges Niang,PF,23.0,IND,23.0,93.0,0.1,0.285,0.33299999999999996,0.055999999999999994,2.4,17.9,10.3,7.5,1.6,0.0,11.9,20.2,,-0.4,0.1,-0.3,-0.168,,-8.8,-3.0,-11.7,-0.2,2017
410,Andrew Nicholson,PF,27.0,TOT,38.0,342.0,5.9,0.42700000000000005,0.243,0.126,4.9,14.6,9.8,4.1,2.3,1.5,12.7,17.0,,-0.5,0.4,-0.1,-0.019,,-6.1,0.1,-6.0,-0.3,2017
413,Joakim Noah,C,31.0,NYK,46.0,1015.0,15.2,0.491,0.005,0.386,17.1,25.6,21.4,14.1,1.5,3.0,19.7,12.6,,1.0,1.2,2.2,0.106,,-0.9,0.4,-0.5,0.4,2017
414,Nerlens Noel,C,22.0,TOT,51.0,1047.0,20.4,0.622,0.003,0.359,9.8,22.3,15.9,8.1,3.1,4.0,12.5,17.6,,2.1,1.9,4.0,0.18100000000000002,,0.1,2.3,2.4,1.2,2017
417,Lucas Nogueira,C,24.0,TOR,57.0,1088.0,15.5,0.682,0.077,0.429,8.5,16.8,12.7,5.4,2.4,7.1,19.9,9.5,,1.7,2.0,3.7,0.16399999999999998,,-1.0,3.0,2.0,1.1,2017
418,Steve Novak,PF,33.0,MIL,8.0,22.0,1.3,0.35700000000000004,0.857,0.0,0.0,15.7,7.9,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.075,,-6.3,-4.9,-11.2,-0.1,2017
419,Dirk Nowitzki,PF,38.0,DAL,54.0,1424.0,17.0,0.529,0.308,0.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,,0.6,1.9,2.5,0.084,,0.8,0.1,0.8,1.0,2017
420,Jusuf Nurkić,C,22.0,TOT,65.0,1391.0,17.5,0.528,0.002,0.39299999999999996,12.3,24.8,18.6,13.9,1.8,4.2,18.6,23.9,,0.2,1.8,2.0,0.068,,-1.4,0.5,-0.9,0.4,2017
423,David Nwaba,SG,24.0,LAL,20.0,397.0,12.2,0.611,0.062,0.48100000000000004,4.5,13.1,8.7,5.0,1.6,1.4,10.1,11.8,,0.6,0.2,0.8,0.091,,-2.1,-0.1,-2.2,0.0,2017
424,Johnny O'Bryant,PF,23.0,TOT,11.0,80.0,14.9,0.5820000000000001,0.2,0.2,12.4,13.7,13.1,12.7,0.0,1.0,15.5,21.1,,0.1,0.0,0.1,0.08800000000000001,,-0.5,-1.9,-2.4,0.0,2017
427,Kyle O'Quinn,C,26.0,NYK,79.0,1229.0,20.5,0.552,0.040999999999999995,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,,2.1,1.8,3.9,0.151,,0.2,1.7,1.9,1.2,2017
428,Daniel Ochefu,C,23.0,WAS,19.0,75.0,6.6,0.43,0.0,0.07400000000000001,7.6,25.4,16.5,5.8,1.3,0.0,9.7,18.0,,-0.1,0.1,0.0,0.005,,-7.0,-1.5,-8.4,-0.1,2017
429,Jahlil Okafor,C,21.0,PHI,50.0,1134.0,14.8,0.546,0.0,0.335,7.8,15.5,11.7,9.0,0.9,3.4,14.4,24.1,,0.1,1.1,1.2,0.05,,-1.9,-0.6,-2.5,-0.1,2017
430,Victor Oladipo,SG,24.0,OKC,67.0,2222.0,13.6,0.534,0.37799999999999995,0.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,,1.7,2.3,4.0,0.085,,-0.3,-0.1,-0.5,0.8,2017
